Word	English	MTB Examples	BT Examples MN	BT Examples EN	BT Examples	audio	Count	ID
нурах	to fail	"Хүний дуу хүрэмгүй тэртээ оргилыг нь ажихад дээрээс нураад 
Бороо улам ширүүсэж, дан байшингийн дотор их цахилгаан гэрэлтэн тэнгэр нурах мэт нүргэлэн дуугарна.
Мандах гуайн эцсийн 
Феодлын төр нурж, ардын төр мандав.
Үүл мэт бие минь нурж одвол улс Монголыг чинь хэн захирах юм бэ?"	оролдлого нурах	the failure of one's attempt	<p>нурах: be dashed to the ground</p><p>нурах: go up in smoke</p><p>хамаг төлөвлөгөө нурах: go by the board</p><p>бүр мөсөн нурах: go to rack and ruin</p><p>оролдлого нурах: the failure of one's attempt</p>	[sound:64074.mp3]	25	64074
дугуйтай	rolling	- Гэтэл ойн дунд хэрд нэгэн дугуйтай хүн гүйцэж ирээд хонхоо дуугаргав.				[sound:35280.mp3]	25	35280
ухамсарт	coconscious					[sound:98565.mp3]	25	98565
хүүхэн	wimp	"- Тэрхийн голоор морилж явахад муу гэрийнхээ гадаа зогсож байсан цагаан охин одоо бүр ямар ч эрийн 
 Ээжид нь аашлуулан тамхи татаж, хүүхэн шуухан ярьдаг байсан юм."	замаа алдсан хүүхэн	a wanton woman	<p>замаа алдсан хүүхэн: a wanton woman</p>	[sound:118666.mp3]	24	118666
чингэлэгт		Хүн, амьтан ойртуулдаггүй халтар банхар 				[sound:127919.mp3]	24	127919
тээх	to transport	"Энэ хэрмийн дэргэд нүүдэлчид дандаа ч мэсээ 
Уг хүн нь төлөв томоотой, хашир сайн малчин учир нутаг усандаа хүндтэй ялангуяа жин тээж сурсан, намар өвлийн цагт нутгийн айлуудын тэмээн жинг толгойлж явсаар уджээ.
Хөгшид хүүхдээ араг шээзгийд суулган тээж тэгнэн гэр бараагаа ачсан тэмээн хөсөг, гундаж шарласан унаа морьтой хоёр цахиур буунаас өөр зэвсэггүй цөөн хэдэн эрчүүд сөрж, эсэргүүцэх арга даан ч байсангүй.
Ганц хүү чинь Сүрэнгээс салахаа больж шүү. Буруу замаар будаа тээвэл буцахдаа шороо тээнэ гэдэг дээ.
Тээж төрүүлсэн үр намайгаа, тээршээж хээр 
 Тэгээд хамгийн гол нь говийн өглөөг бодлын гүнд, уян зөөлөн сэтгэлийнхээ гүнд тээн хэдэн арван өглөөг үдэв."	амжилт олох итгэлийг тээх	to nourish hopes of success	<p>амжилт олох итгэлийг тээх: to nourish hopes of success</p>	[sound:94242.mp3]	24	94242
хоолтой	nourishing					[sound:110488.mp3]	24	110488
ижий	mama	Жил болж чөлөө тавих цагт, жиг болж би нэг харих шүү, ижий минь!				[sound:51669.mp3]	24	51669
хэмжүүр	measure	" Юмны урт богино, өндөр намыг хэмжүүргүйгээр яаж мэдэж болох вэ гэж Батхүүгээс 
- Машины хурд хэмжүүрийг үзэхэд тэр өдөр 400 гаруй км явсныг заасан байлаа"	шугаман хэмжүүр	linear measure	<p>өртгийн хэмжүүр: measure of value</p><p>шугаман хэмжүүр: linear measure</p>	[sound:120037.mp3]	24	120037
тууж	novelette	Дээрх 	хайр дурлалын тухай тууж	love story	<p>тууж бичих: to pen a novel</p><p>сонирхолгүй тууж: a jejune novel</p><p>нэргүй тууж: an untitled novel</p><p>хайр дурлалын тухай тууж: love story</p>	[sound:90294.mp3]	24	90294
хутаг	blessing	"- Хутаг гуйн залбирахын 
 - Насан хутаг орших үед нь хүртэл чихэнд нь ая дуу нь хангинах шиг санагдуулж байсан гэдэг.
 - Ловон лам, Болдын "				[sound:116368.mp3]	24	116368
түүчээ	the head wagon or animal in a caravan	Буулга мулталж ижил сүрэгтэйгээ сөл хөөж бэлчээрлэхийг яарсан түүчээ шарын шалмаг алхаа, хамгийн сүүлчийн тэрэгний аралд уясан хонхны жингэнэх дуу одоо гэсэн ч чихэнд нь сонсогдох мэт.				[sound:91964.mp3]	24	91964
булхай	cheating dishonesty	"- Сайн юм хэзээд мууг давж шударга гажуу булхайг даван дардаг 
- Жамуха анд чи буруу зан булхай явдал гаргажээ.
- Булхай гүжир хуурмаг ба нүгэл хилэнцээр булаан олсон олз нь олз биш "				[sound:17363.mp3]	24	17363
тэнцвэргүй	can't hold a candle to someone					[sound:93426.mp3]	24	93426
аажим	gradual	"Аажим сайхан явдлаар, арван бээрийг өнгөрөөд...
Өгсөх тутам цалгай зам аажимдаа нарийсав.
Хүйтэн цагийн хүнд байдал аажмаар сулрахад, хөлдүү байшингийн ёроолыг сахигч мунхгийн сэтгэл хөдөлнө.
Таны туслалцаа аажимдаа хэрэгтэй."	аажим алхаа	slow step	<p>аажим өөрчлөлт: gradual change</p><p>аажим эдгэрэх: a gradual return to health</p><p>аажим алхаа: slow step</p>	[sound:233.mp3]	24	233
өмсгөл	dress	" Тэр богцонд шинэ буулгах бэрийн өмсгөл хувцас байсан гэдэг.
Шав хийсэн залуу эр шашны өмсгөлийг өмсжээ.
Хан гүнж хангардийн дүрт хөлгөндөө заларч мана эрдэнийн чимэгт өмсгөл зүүдлэн... байв."				[sound:71782.mp3]	24	71782
сахар	sugar		сахар нунтаглах	to granulate sugar	<p>цэвэрлэгдээгүй сахар: green sugar</p><p>нунтаг сахар: granular sugar</p><p>сахар нунтаглах: to granulate sugar</p>	[sound:77262.mp3]	24	77262
хандивлагч	subscriber					[sound:105617.mp3]	24	105617
хайдаг	tinhorn					[sound:103714.mp3]	24	103714
арматур	reinforcing					[sound:7142.mp3]	24	7142
дээшгүй						[sound:39028.mp3]	24	39028
итгэлгүй	hopeless	Итгэлгүй нөхөр, тогтворгүй эхнэр, энэрэлгүй дайсанд итгэл өгвөөс гай тэр.	итгэлгүй маягаар ярих	to speak in a difident manner	<p>ямар нэгэн юм хийдээ өөртөө итгэлгүй байх: to be difident about doing smth.</p><p>итгэлгүй маягаар ярих: to speak in a difident manner</p>	[sound:52952.mp3]	24	52952
аваачих	to take away	"Өөрийн гэртээ аваачна, одоо чамаас салахгүй.
Гэртээ урьж аваачаад...
 Үүнийг цаазаар аваач."	цагдаагийн газарт аваачих	haul someone in	<p>цагдаагийн газарт аваачих: haul someone in</p>	[sound:663.mp3]	24	663
сэг	carrion	"Энд тэндгүй цагаантнуудын үхдэл, морь тэмээний сэг 
Гагцхүү зүүн хойд хонхорт нэг том малын сэгэн дээр хэрээ шаазгай нэг хэд байх шиг харагдана.
Та нарын сэвсийг үзэхээс би зовж байна.
Малгайныхаа уранхай сэгийг авч дахин гаргатал өмнө талын жижиг толгой дээрээс буудаж байгаа нь тодорлоо.
Энэ тэрэгний сэг лав өнөө муу тэрэг нь байх.
 Эвдэрч хэмхэрсэн тэрэг чарганы сэг сэлт ч тааралдав.
Наад сэгсэрдэг толгойг чинь сэг болгоно гэж мэдээрэй."				[sound:81388.mp3]	24	81388
өмчлөл	possession	Газар өмчлөл нийслэлийн хэмжээнд хэрхэн явагдаж байгаатай танилцав.				[sound:71858.mp3]	24	71858
даатгалтай	insure ed against fire					[sound:29045.mp3]	24	29045
суралцуулах	learn	Эрдэм мэдлэгт авьяастай нь мэдэгдэж түүнийг сургуульд суралцуулжээ.				[sound:79751.mp3]	24	79751
махбод	flesh					[sound:56737.mp3]	24	56737
бүтэх	be asphyxiated	- Асар арга залийг нэн олдуулбал анхандаа бүтэвч адагтаа бүрлэх.				[sound:19630.mp3]	24	19630
ханги						[sound:105521.mp3]	24	105521
туурь	novelette					[sound:90453.mp3]	24	90453
давтагдах	iteration					[sound:29542.mp3]	24	29542
хүчгүй	impotent	"Хүчтэй нь хүчгүйгээ нухалж байхад буруудах хууль үгүй гэж бодож явсан, өөр дээрээ 
 Өөр түшиж тулах хүчгүй болж, сэдсэн хэрэг нь дампуурсан Довчин ардын цэрэг улаан армийн нэгдсэн хүчинд шахагдав."				[sound:118840.mp3]	24	118840
цастай	snowy		цастай өдөр	snowy day	<p>цастай өдөр: snowy day</p>	[sound:123218.mp3]	24	123218
тээш	luggage	"Ачаа тээшээ хонь ямаанд хүртэл ачиж Хиагт хот руу одоцгоожээ.
Ганган цэвэр хувцаслаад гар "	тээш үнэгүй тээвэрлэлт	free luggage allowance	<p>тээш алдагдалт: loss of luggage</p><p>тээш хүргэлт: delivery of luggage</p><p>тээш үнэгүй тээвэрлэлт: free luggage allowance</p>	[sound:94258.mp3]	24	94258
үүсгүүр	generator					[sound:101729.mp3]	24	101729
өртөн	debtor	Тэр ч тэднийд өртөн болж гүйцлээ л 	оргодол өртөн	fugitive debtor	<p>оргодол өртөн: fugitive debtor</p>	[sound:73197.mp3]	24	73197
сорилго	try out	 Дайчин вангийн бөхийн сорилго бусад олон 	оюуны чадварын сорилго	intelligence quotient test (iq)	<p>оюуны чадварын сорилго: intelligence quotient test (IQ)</p>	[sound:78447.mp3]	24	78447
